"allowed","allow","nesměla","smět","impf"," I did not know what to do that first Sunday I was not allowed to go home."," První neděli, kdy jsem nesměla jít domů, jsem nevěděla, co dělat."
"feel","feel","cítila","cítit","impf"," I could still feel the ghost of it a few minutes later."," Ještě o několik minut později jsem jeho dotek cítila."
"think","think","pomyslel","pomyslet","pf"," Catharina had little will to climb the stairs these days, but I wondered what Maria Thins, or Cornelia, or anyone would think if they saw us."," Catharině se v posledních dnech chodit do schodů příliš nechtělo, zajímalo mě však, co by si Maria Thins, Cornelia nebo kdokoli jiný pomyslel, kdyby nás spatřil."
"saw","see","spatřil","spatřit","pf"," Catharina had little will to climb the stairs these days, but I wondered what Maria Thins, or Cornelia, or anyone would think if they saw us."," Catharině se v posledních dnech chodit do schodů příliš nechtělo, zajímalo mě však, co by si Maria Thins, Cornelia nebo kdokoli jiný pomyslel, kdyby nás spatřil."
"turned","turn","otočila","otočit","pf"," When I turned back I kept my eyes fixed on his shoes, which were gleaming from the polish I had given them the day before."," Když jsem se otočila zpátky, nechala jsem oči upřené na jeho boty, které jen zářily, protože jsem je předchozí den vyleštila."
"kept","keep","nechala","nechat","pf"," When I turned back I kept my eyes fixed on his shoes, which were gleaming from the polish I had given them the day before."," Když jsem se otočila zpátky, nechala jsem oči upřené na jeho boty, které jen zářily, protože jsem je předchozí den vyleštila."
"gleaming","gleam","zářily","zářit","impf"," When I turned back I kept my eyes fixed on his shoes, which were gleaming from the polish I had given them the day before."," Když jsem se otočila zpátky, nechala jsem oči upřené na jeho boty, které jen zářily, protože jsem je předchozí den vyleštila."
"look","look","podívej","podívat","pf"," Now you look. '"," Teď se podívej. """
"keep","keep","máš","mít","impf"," You keep your eyes open but you do n't tell tales, or listen to them. '"," Oči máš otevřené, ale drby nevykládáš ani je neposloucháš. """
"listen","listen","neposloucháš","poslouchat","impf"," You keep your eyes open but you do n't tell tales, or listen to them. '"," Oči máš otevřené, ale drby nevykládáš ani je neposloucháš. """
"approve","approve","schvaluje","schvalovat","impf"," He seemed to approve."," Zdálo se, že to schvaluje."
"help","help","pomoct","pomoci","pf"," Ca n't help but some of it sticks. '"," Nemůžu si pomoct, ale něco z toho sedí. """
"smiled","smile","usmál","usmát","pf"," Pieter smiled."," Pieter se usmál."
"carrying","carry","nosila","nosit","impf"," ' When your mistress was carrying the last child but one - what 's its name? '"," "" Když tvoje paní nosila pod srdcem to předposlední dítě - jak se jmenuje? """
"carried","carry","měla","mít","impf"," She looked almost the same, though she had grown a little broader, and as well as the old pockmarks, her face now carried scars up one side - Maertge, who still came to see me from time to time, had told me of the accident, the mutton joint that spat hot oil."," Vypadala takřka stejně, i když byla o něco širší a kromě dávných neštoviček měla nyní tvář po jedné straně zjizvenou - Maertge, která za mnou dosud čas od času zašla, mi vyprávěla o nehodě se skopovou kýtou, z níž vystříkl horký olej."
"told","tell","vyprávěla","vyprávět","impf"," She looked almost the same, though she had grown a little broader, and as well as the old pockmarks, her face now carried scars up one side - Maertge, who still came to see me from time to time, had told me of the accident, the mutton joint that spat hot oil."," Vypadala takřka stejně, i když byla o něco širší a kromě dávných neštoviček měla nyní tvář po jedné straně zjizvenou - Maertge, která za mnou dosud čas od času zašla, mi vyprávěla o nehodě se skopovou kýtou, z níž vystříkl horký olej."
"come","come","přišla","přijít","pf"," She was standing far enough away that it was not clear she had indeed come to see me."," Stála natolik daleko, že nebylo zřejmé, jestli skutečně přišla za mnou."
"see","see","přišla","přijít","pf"," She was standing far enough away that it was not clear she had indeed come to see me."," Stála natolik daleko, že nebylo zřejmé, jestli skutečně přišla za mnou."
"agreed","agree","souhlasil","souhlasit","impf"," My master must have agreed to paint me alone so that he would not have to paint me with van Ruijven."," Zřejmě souhlasil, že mě namaluje samotnou, aby mě nemusel malovat s van Ruijvenem."
"paint","paint","namaluje","namalovat","pf"," My master must have agreed to paint me alone so that he would not have to paint me with van Ruijven."," Zřejmě souhlasil, že mě namaluje samotnou, aby mě nemusel malovat s van Ruijvenem."
"paint","paint","namaluje","namalovat","pf"," My master must have agreed to paint me alone so that he would not have to paint me with van Ruijven."," Zřejmě souhlasil, že mě namaluje samotnou, aby mě nemusel malovat s van Ruijvenem."
"paint","paint","malovat","malovat","impf"," My master must have agreed to paint me alone so that he would not have to paint me with van Ruijven."," Zřejmě souhlasil, že mě namaluje samotnou, aby mě nemusel malovat s van Ruijvenem."
"paint","paint","malovat","malovat","impf"," My master must have agreed to paint me alone so that he would not have to paint me with van Ruijven."," Zřejmě souhlasil, že mě namaluje samotnou, aby mě nemusel malovat s van Ruijvenem."
"own","own","vlastnit","vlastnit","impf"," Van Ruijven would own the painting of me."," Van Ruijven bude vlastnit můj obraz."
"pleased","please","netěšilo","těšit","impf"," I was not pleased by this thought."," To pomyšlení mě netěšilo."
"made","make","přiměl","přimět","pf"," Van Ruijven 's interest in you has made your master protective of you. '"," Van Ruijvenův zájem o vás přiměl vašeho pána, aby vás chránil. """
"nodded","nod","Přikývla","přikývnout","pf"," I nodded, secretly pleased to hear what I had suspected."," Přikývla jsem a v skrytu mě těšilo, že slyším to, co jsem tušila."
"pleased","please","těšilo","těšit","impf"," I nodded, secretly pleased to hear what I had suspected."," Přikývla jsem a v skrytu mě těšilo, že slyším to, co jsem tušila."
"hear","hear","slyším","slyšet","impf"," I nodded, secretly pleased to hear what I had suspected."," Přikývla jsem a v skrytu mě těšilo, že slyším to, co jsem tušila."
"suspected","suspect","tušila","tušit","impf"," I nodded, secretly pleased to hear what I had suspected."," Přikývla jsem a v skrytu mě těšilo, že slyším to, co jsem tušila."
"hurt","hurt","ublížit","ublížit","pf"," You could be hurt. '"," Mohlo by vám to ublížit. """
"holding","hold","zaujala","zaujmout","pf"," I was still holding the position I had assumed for the painting."," Dosud jsem setrvávala v pozici, kterou jsem předtím zaujala kvůli malování."
"assumed","assume","zaujala","zaujmout","pf"," I was still holding the position I had assumed for the painting."," Dosud jsem setrvávala v pozici, kterou jsem předtím zaujala kvůli malování."
"twitched","twitch","trhla","trhnout","pf"," Now my shoulders twitched of their own accord, as if I were shaking off a shawl."," Teď sebou má ramena z vlastní vůle trhla, jako bych setřásala šál."
"think","think","Nemyslím","myslet","impf"," ' I do not think he would ever hurt me, sir. '"," "" Nemyslím si, že by mi kdy ublížil, pane. """
"hurt","hurt","ublížil","ublížit","pf"," ' I do not think he would ever hurt me, sir. '"," "" Nemyslím si, že by mi kdy ublížil, pane. """
"thought","think","pomyslela","pomyslet","pf"," Sometimes, if I looked over his shoulder at the sky, and found the colours besides white in a cloud, or thought of grinding lead white or massicot, my breasts and belly tingled, and I pressed against him."," Někdy, když jsem se zadívala přes jeho rameno na nebe a nalezla jsem v mraku další barvy kromě bílé, nebo jsem pomyslela na mletí olovnaté běloby či masikotu, ucítila jsem chvění v prsou i v břiše a přitiskla jsem se k němu."
"pressed","press","přitiskla","přitisknout","pf"," Sometimes, if I looked over his shoulder at the sky, and found the colours besides white in a cloud, or thought of grinding lead white or massicot, my breasts and belly tingled, and I pressed against him."," Někdy, když jsem se zadívala přes jeho rameno na nebe a nalezla jsem v mraku další barvy kromě bílé, nebo jsem pomyslela na mletí olovnaté běloby či masikotu, ucítila jsem chvění v prsou i v břiše a přitiskla jsem se k němu."
"pleased","please","potěšilo","potěšit","pf"," He was always pleased when I responded."," Vždycky ho potěšilo, když jsem zareagovala."
"responded","respond","zareagovala","zareagovat","pf"," He was always pleased when I responded."," Vždycky ho potěšilo, když jsem zareagovala."
"avoided","avoid","vyhýbám","vyhýbat","impf"," He did not notice that I avoided looking at his face and hands."," Nevšiml si, že pohledu na jeho tvář a ruce se vyhýbám."
"led","lead","zavedl","zavést","pf"," That Sunday of the linseed oil, when my father and mother looked so puzzled and unhappy, Pieter led me to the alley later."," Tu neděli s lněným olejem, kdy můj otec i matka vypadali tak zmateně a nešťastně, zavedl mě Pieter do uličky později."
"began","begin","Začala","začít","pf"," She began to shake her head so that her blonde curls bounced around her ears."," Začala potřásat hlavou, až jí plavé kadeře poskakovaly kolem uší."
"bounced","bounce","poskakovaly","poskakovat","impf"," She began to shake her head so that her blonde curls bounced around her ears."," Začala potřásat hlavou, až jí plavé kadeře poskakovaly kolem uší."
"declared","declare","prohlásila","prohlásit","pf"," ' I will not have this in my own house, ' she declared."," "" Tohle ve svém vlastním domě nestrpím, "" prohlásila."
"fell","fall","padly","padnout","pf"," When her eyes fell on the palette knife a shiver ran through me."," Když jí oči padly na malířskou špachtli, projel mnou záchvěv."
"looked","look","Dohlížela","dohlížet","impf"," She had looked after her sisters, as I had looked after my brother and sister."," Dohlížela na svoje sestry stejně, jako jsem i já kdysi dohlížela na bratra a sestru."
"looked","look","Dohlížela","dohlížet","impf"," She had looked after her sisters, as I had looked after my brother and sister."," Dohlížela na svoje sestry stejně, jako jsem i já kdysi dohlížela na bratra a sestru."
"looked","look","dohlížela","dohlížet","impf"," She had looked after her sisters, as I had looked after my brother and sister."," Dohlížela na svoje sestry stejně, jako jsem i já kdysi dohlížela na bratra a sestru."
"looked","look","dohlížela","dohlížet","impf"," She had looked after her sisters, as I had looked after my brother and sister."," Dohlížela na svoje sestry stejně, jako jsem i já kdysi dohlížela na bratra a sestru."
"wants","want","chce","chtít","impf"," ' Mama wants her jewellery box back, ' she announced as we passed around the star in Market Square on our way to the Meat Hall."," "" Maminka chce zpátky svou šperkovnici, "" oznámila mi, když jsme cestou do tržnice míjely hvězdu na Tržním náměstí."
"announced","announce","oznámila","oznámit","pf"," ' Mama wants her jewellery box back, ' she announced as we passed around the star in Market Square on our way to the Meat Hall."," "" Maminka chce zpátky svou šperkovnici, "" oznámila mi, když jsme cestou do tržnice míjely hvězdu na Tržním náměstí."
"passed","pass","míjely","míjet","impf"," ' Mama wants her jewellery box back, ' she announced as we passed around the star in Market Square on our way to the Meat Hall."," "" Maminka chce zpátky svou šperkovnici, "" oznámila mi, když jsme cestou do tržnice míjely hvězdu na Tržním náměstí."
"spoken","speak","Mluvila","mluvit","impf"," ' She has spoken to Papa about it. '"," "" Mluvila o tom s tatínkem. """
"say","say","říkala","říkat","impf"," ' What did she say? '"," "" Co říkala? """
"tried","try","Snažila","snažit","impf"," I tried to sound unconcerned as I eyed the points of the star."," Snažila jsem se říci to nezaujatě a sledovala jsem cípy hvězdy."
"waited","wait","Vyčkávala","vyčkávat","impf"," I waited."," Vyčkávala jsem."
"said","say","neříkala","říkat","impf"," When she said nothing else I reached up to pull a man 's linen shirt from the line."," Když nic dalšího neříkala, natáhla jsem se a stáhla jsem ze šňůry pánskou lněnou košili."
"stared","stare","zírala","zírat","impf"," Catharina stared at the shirt."," Catharina na ni zírala."
"announced","announce","oznámila","oznámit","pf"," ' Tomorrow, ' she announced as I was folding it, ' I will show you upstairs where you are to clean."," "" Zítra, "" oznámila, zatímco jsem košili skládala, "" tě zavedu nahoru, kde budeš uklízet."
"folding","fold","skládala","skládat","impf"," ' Tomorrow, ' she announced as I was folding it, ' I will show you upstairs where you are to clean."," "" Zítra, "" oznámila, zatímco jsem košili skládala, "" tě zavedu nahoru, kde budeš uklízet."
"clean","clean","uklízet","uklízet","impf"," ' Tomorrow, ' she announced as I was folding it, ' I will show you upstairs where you are to clean."," "" Zítra, "" oznámila, zatímco jsem košili skládala, "" tě zavedu nahoru, kde budeš uklízet."
"reply","reply","odpovědět","odpovědět","pf"," Before I could reply she disappeared inside."," Než jsem stačila odpovědět, zmizela v domě."
"disappeared","disappear","zmizela","zmizet","pf"," Before I could reply she disappeared inside."," Než jsem stačila odpovědět, zmizela v domě."
"found","find","našla","najít","pf"," After I brought in the laundry I found the iron, cleaned it, and set it in the fire to heat."," Odnesla jsem prádlo dovnitř, našla jsem žehličku, očistila jsem ji a postavila ji na oheň, aby se rozpálila."
"cleaned","clean","očistila","očistit","pf"," After I brought in the laundry I found the iron, cleaned it, and set it in the fire to heat."," Odnesla jsem prádlo dovnitř, našla jsem žehličku, očistila jsem ji a postavila ji na oheň, aby se rozpálila."
"brought","bring","postavila","postavit","pf"," After I brought in the laundry I found the iron, cleaned it, and set it in the fire to heat."," Odnesla jsem prádlo dovnitř, našla jsem žehličku, očistila jsem ji a postavila ji na oheň, aby se rozpálila."
"set","set","postavila","postavit","pf"," After I brought in the laundry I found the iron, cleaned it, and set it in the fire to heat."," Odnesla jsem prádlo dovnitř, našla jsem žehličku, očistila jsem ji a postavila ji na oheň, aby se rozpálila."
"wanted","want","chtěl","chtít","impf"," After long days and nights at the factory he wanted to smile and laugh and tease, or at least to sleep."," Po dlouhých dnech a nocích v továrně se chtěl usmívat, smát a žertovat, nebo alespoň spát."
"smile","smile","usmívat","usmívat","impf"," After long days and nights at the factory he wanted to smile and laugh and tease, or at least to sleep."," Po dlouhých dnech a nocích v továrně se chtěl usmívat, smát a žertovat, nebo alespoň spát."
"smile","smile","smát","smát","impf"," After long days and nights at the factory he wanted to smile and laugh and tease, or at least to sleep."," Po dlouhých dnech a nocích v továrně se chtěl usmívat, smát a žertovat, nebo alespoň spát."
"laugh","laugh","smát","smát","impf"," After long days and nights at the factory he wanted to smile and laugh and tease, or at least to sleep."," Po dlouhých dnech a nocích v továrně se chtěl usmívat, smát a žertovat, nebo alespoň spát."
"sleep","sleep","spát","spát","impf"," After long days and nights at the factory he wanted to smile and laugh and tease, or at least to sleep."," Po dlouhých dnech a nocích v továrně se chtěl usmívat, smát a žertovat, nebo alespoň spát."
"suppose","suppose","Myslím","myslet","impf"," I suppose I coaxed him there hoping to knit our family together again."," Myslím, že jsem ho tam lákala v naději, že naši rodinu znovu stmelím dohromady."
"begun","begin","začala","začít","pf"," When I came back one Sunday from my parents ', Catharina had begun her labour."," Sotva jsem se jednu neděli vrátila od rodičů, zjistila jsem, že Catharina mezitím začala rodit."
"heard","hear","Slyšela","slyšet","impf"," I heard her groaning when I stepped inside the front door."," Slyšela jsem její sténání, jakmile jsem vkročila do vchodových dveří."
"learned","learn","naučila","naučit","pf"," I had learned to sit without moving or thinking, and without being distracted by his gaze."," Mezitím už jsem se naučila sedět bez hnutí i bez přemýšlení, aniž mě jeho upřený pohled rozptyloval."
"sit","sit","sedět","sedět","impf"," I had learned to sit without moving or thinking, and without being distracted by his gaze."," Mezitím už jsem se naučila sedět bez hnutí i bez přemýšlení, aniž mě jeho upřený pohled rozptyloval."
"looking","look","dívají","dívat","impf"," I could no longer be sure of how they were looking at me."," Najednou jsem si nemohla být jista, jak se na mě dívají."
"say","say","Neřekl","říci","pf"," He did not say so, but sometimes on Sundays in the alley off the Rietveld Canal, I could feel the impatience in his hands."," Neřekl to, ale občas v neděli jsem v uličce u Rietveldského kanálu cítila tu netrpělivost z jeho rukou."
"feel","feel","cítila","cítit","impf"," He did not say so, but sometimes on Sundays in the alley off the Rietveld Canal, I could feel the impatience in his hands."," Neřekl to, ale občas v neděli jsem v uličce u Rietveldského kanálu cítila tu netrpělivost z jeho rukou."
"grip","grip","Svíral","svírat","impf"," He would grip my thighs harder than he needed, press his palm into my back so that I was glued to his groin and would know its bulge, even under many layers of cloth."," Svíral moje stehna pevněji, než bylo třeba, tiskl mi dlaň na záda, takže jsem byla jako přilepená k jeho slabinám a cítila jsem jeho vzrušení i přes mnoho vrstev látky."
"press","press","Svíral","svírat","impf"," He would grip my thighs harder than he needed, press his palm into my back so that I was glued to his groin and would know its bulge, even under many layers of cloth."," Svíral moje stehna pevněji, než bylo třeba, tiskl mi dlaň na záda, takže jsem byla jako přilepená k jeho slabinám a cítila jsem jeho vzrušení i přes mnoho vrstev látky."
"press","press","tiskl","tisknout","impf"," He would grip my thighs harder than he needed, press his palm into my back so that I was glued to his groin and would know its bulge, even under many layers of cloth."," Svíral moje stehna pevněji, než bylo třeba, tiskl mi dlaň na záda, takže jsem byla jako přilepená k jeho slabinám a cítila jsem jeho vzrušení i přes mnoho vrstev látky."
"touch","touch","nedotýkali","dotýkat","impf"," It was so cold that we did not touch each other 's skin - only the bumps and textures of wool, the rough outlines of our limbs."," Byla taková zima, že jsme se navzájem nedotýkali pokožky - jenom oblin a struktur vlny či hrubých obrysů svých údů."
"taking","take","brala","brát","impf"," To the few things I was taking with me my mother added another cap, collar and apron so that each day I could wash one and wear the other, and would always look clean."," K oněm pár věcem, jež jsem si brala s sebou, mi matka přidala ještě jeden čepec, límec i zástěru, takže jsem si každý den mohla jeden kousek přeprat a na sebe si vzít ten druhý, abych vždycky vypadala čistě."
"added","add","přidala","přidat","pf"," To the few things I was taking with me my mother added another cap, collar and apron so that each day I could wash one and wear the other, and would always look clean."," K oněm pár věcem, jež jsem si brala s sebou, mi matka přidala ještě jeden čepec, límec i zástěru, takže jsem si každý den mohla jeden kousek přeprat a na sebe si vzít ten druhý, abych vždycky vypadala čistě."
"taking","take","vzít","vzít","pf"," To the few things I was taking with me my mother added another cap, collar and apron so that each day I could wash one and wear the other, and would always look clean."," K oněm pár věcem, jež jsem si brala s sebou, mi matka přidala ještě jeden čepec, límec i zástěru, takže jsem si každý den mohla jeden kousek přeprat a na sebe si vzít ten druhý, abych vždycky vypadala čistě."
"gave","give","Dala","dát","pf"," She also gave me an ornamental tortoiseshell comb, shaped like a shell, that had been my grandmother 's and was too fine for a maid to wear, and a prayer book I could read when I needed to escape the Catholicism around me."," Dala mi také ozdobný želvovinový hřeben ve tvaru mušle, jenž patříval mé babičce a byl příliš krásný, než aby jej nosila služka, i modlitební knížku, abych si mohla číst, kdybych potřebovala uniknout z katolického prostředí kolem sebe."
"wear","wear","nosila","nosit","impf"," She also gave me an ornamental tortoiseshell comb, shaped like a shell, that had been my grandmother 's and was too fine for a maid to wear, and a prayer book I could read when I needed to escape the Catholicism around me."," Dala mi také ozdobný želvovinový hřeben ve tvaru mušle, jenž patříval mé babičce a byl příliš krásný, než aby jej nosila služka, i modlitební knížku, abych si mohla číst, kdybych potřebovala uniknout z katolického prostředí kolem sebe."
"read","read","číst","číst","impf"," She also gave me an ornamental tortoiseshell comb, shaped like a shell, that had been my grandmother 's and was too fine for a maid to wear, and a prayer book I could read when I needed to escape the Catholicism around me."," Dala mi také ozdobný želvovinový hřeben ve tvaru mušle, jenž patříval mé babičce a byl příliš krásný, než aby jej nosila služka, i modlitební knížku, abych si mohla číst, kdybych potřebovala uniknout z katolického prostředí kolem sebe."
"needed","need","potřebovala","potřebovat","impf"," She also gave me an ornamental tortoiseshell comb, shaped like a shell, that had been my grandmother 's and was too fine for a maid to wear, and a prayer book I could read when I needed to escape the Catholicism around me."," Dala mi také ozdobný želvovinový hřeben ve tvaru mušle, jenž patříval mé babičce a byl příliš krásný, než aby jej nosila služka, i modlitební knížku, abych si mohla číst, kdybych potřebovala uniknout z katolického prostředí kolem sebe."
"escape","escape","uniknout","uniknout","pf"," She also gave me an ornamental tortoiseshell comb, shaped like a shell, that had been my grandmother 's and was too fine for a maid to wear, and a prayer book I could read when I needed to escape the Catholicism around me."," Dala mi také ozdobný želvovinový hřeben ve tvaru mušle, jenž patříval mé babičce a byl příliš krásný, než aby jej nosila služka, i modlitební knížku, abych si mohla číst, kdybych potřebovala uniknout z katolického prostředí kolem sebe."
"told","tell","Vyprávěl","vyprávět","impf"," He told me he worked from dawn until so late that at times he was too tired even to eat."," Vyprávěl mi, že pracuje od úsvitu tak dlouho do večera, až je někdy příliš unavený"
"worked","work","pracuje","pracovat","impf"," He told me he worked from dawn until so late that at times he was too tired even to eat."," Vyprávěl mi, že pracuje od úsvitu tak dlouho do večera, až je někdy příliš unavený"
"said","say","povídal","povídat","impf"," ' He always said his apprenticeship was the making of him. '"," "" Vždycky povídal, že vyučení ho udělalo. """
"replied","reply","odpověděla","odpovědět","pf"," ' Perhaps it was, ' I replied."," "" To zřejmě ano, "" odpověděla jsem."
"made","make","Udělalo","udělat","pf"," ' It made him what he is now. '"," "" Udělalo ho tím, čím teď je. """
"asked","ask","zeptala","zeptat","pf"," When we were alone, I asked her how she was."," Když jsme osaměly, zeptala jsem se jí, jak se má."
"replied","reply","odpověděla","odpovědět","pf"," ' Lonely, ' she replied, a sad word from a ten-year-old."," "" Jsem sama, "" odpověděla a od desetileté dívky to znělo smutně."
"come","come","Přijdu","přijít","pf"," ' I 'll come every Sunday, ' I promised."," "" Přijdu každou neděli, "" slíbila jsem."
"promised","promise","slíbila","slíbit","pf"," ' I 'll come every Sunday, ' I promised."," "" Přijdu každou neděli, "" slíbila jsem."
"come","come","jít","jít","impf"," ' Or I can come to see you when you are out buying things, ' she suggested, brightening."," "" Nebo ti mohu jít naproti, až budeš chodit po nákupech, "" navrhla a hned se rozzářila."
"come","come","chodit","chodit","impf"," ' Or I can come to see you when you are out buying things, ' she suggested, brightening."," "" Nebo ti mohu jít naproti, až budeš chodit po nákupech, "" navrhla a hned se rozzářila."
"suggested","suggest","navrhla","navrhnout","pf"," ' Or I can come to see you when you are out buying things, ' she suggested, brightening."," "" Nebo ti mohu jít naproti, až budeš chodit po nákupech, "" navrhla a hned se rozzářila."
"doing","do","dělala","dělat","impf"," Pieter sometimes teased me gently, but more often he asked me what I had been doing during the week, or told me stories he had heard in the Meat Hall, or described auctions at the Beast Market."," Pieter mě občas jemně škádlil, častěji se mě však vyptával, co jsem přes týden dělala, nebo mi vyprávěl historky, jež zaslechl v Masných krámech, či mi popisoval dražby na Dobytčím trhu."
"told","tell","vyprávěl","vyprávět","impf"," Pieter sometimes teased me gently, but more often he asked me what I had been doing during the week, or told me stories he had heard in the Meat Hall, or described auctions at the Beast Market."," Pieter mě občas jemně škádlil, častěji se mě však vyptával, co jsem přes týden dělala, nebo mi vyprávěl historky, jež zaslechl v Masných krámech, či mi popisoval dražby na Dobytčím trhu."
"heard","hear","zaslechl","zaslechnout","pf"," Pieter sometimes teased me gently, but more often he asked me what I had been doing during the week, or told me stories he had heard in the Meat Hall, or described auctions at the Beast Market."," Pieter mě občas jemně škádlil, častěji se mě však vyptával, co jsem přes týden dělala, nebo mi vyprávěl historky, jež zaslechl v Masných krámech, či mi popisoval dražby na Dobytčím trhu."
"described","describe","popisoval","popisovat","impf"," Pieter sometimes teased me gently, but more often he asked me what I had been doing during the week, or told me stories he had heard in the Meat Hall, or described auctions at the Beast Market."," Pieter mě občas jemně škádlil, častěji se mě však vyptával, co jsem přes týden dělala, nebo mi vyprávěl historky, jež zaslechl v Masných krámech, či mi popisoval dražby na Dobytčím trhu."
"asked","ask","neptal","ptát","impf"," He never asked me about my master."," Na mého pána se mě nikdy neptal."
"did","do","udělala","udělat","pf"," I did not tell them about the change I had made that my master approved of."," O změně, kterou jsem udělala a kterou pán schválil, jsem jim neřekla."
"made","make","udělala","udělat","pf"," I did not tell them about the change I had made that my master approved of."," O změně, kterou jsem udělala a kterou pán schválil, jsem jim neřekla."
"approved","approve","schválil","schválit","pf"," I did not tell them about the change I had made that my master approved of."," O změně, kterou jsem udělala a kterou pán schválil, jsem jim neřekla."
"tell","tell","neřekla","říci","pf"," I did not tell them about the change I had made that my master approved of."," O změně, kterou jsem udělala a kterou pán schválil, jsem jim neřekla."
"think","think","Myslím","myslet","impf"," ' I think his paintings are not good for the soul, ' my mother announced suddenly."," "" Myslím, že jeho obrazy nejsou dobré pro duši, "" prohlásila najednou matka."
"announced","announce","prohlásila","prohlásit","pf"," ' I think his paintings are not good for the soul, ' my mother announced suddenly."," "" Myslím, že jeho obrazy nejsou dobré pro duši, "" prohlásila najednou matka."
"spoken","speak","nemluvila","mluvit","impf"," She had never before spoken of his work."," Nikdy předtím o jeho práci nemluvila."
"turned","turn","obrátil","obrátit","pf"," My father turned his face towards her in surprise."," Otec překvapeně obrátil tvář k ní."
"said","say","řekl","říci","pf"," ' Tanneke is an odd one, ' he said, ' but loyal. '"," "" Tanneke je podivínka, "" řekl, "" ale je oddaná. """
"Remember","remember","Vzpomínáš","vzpomínat","impf"," Remember how she defended Catharina from her mad brother? '"," Vzpomínáš, jak bránila Catharinu před jejím bláznivým bratrem? """
"defended","defend","bránila","bránit","impf"," Remember how she defended Catharina from her mad brother? '"," Vzpomínáš, jak bránila Catharinu před jejím bláznivým bratrem? """
"mean","mean","myslíš","myslet","impf"," ' I do n't know what you mean. '"," "" Nevím, co tím myslíš. """
"look","look","nepodívala","podívat","pf"," I did not look at the painting on the easel, not while Catharina was watching me from the doorway."," Na obraz na stojanu jsem se nepodívala, dokud mne Catharina ode dveří sledovala."
"watching","watch","sledovala","sledovat","impf"," I did not look at the painting on the easel, not while Catharina was watching me from the doorway."," Na obraz na stojanu jsem se nepodívala, dokud mne Catharina ode dveří sledovala."
"move","move","nehýbej","hýbat","impf"," ' Do n't move anything over there, ' Catharina reminded me."," "" S ničím tam nehýbej, "" připomněla mi Catharina."
"reminded","remind","připomněla","připomenout","pf"," ' Do n't move anything over there, ' Catharina reminded me."," "" S ničím tam nehýbej, "" připomněla mi Catharina."
"painting","paint","maluje","malovat","impf"," ' That is what he is painting. '"," "" Tohle právě maluje. """
"reach","reach","dosáhla","dosáhnout","pf"," Even if I stood on my toes I was too small to reach the upper window and shutters."," I když jsem se vytáhla na špičky, byla jsem příliš malá, než abych dosáhla na horní okno a okenice."
"want","want","nechceme","chtít","impf"," Do n't answer them - we do n't want van Ruijven hearing from the market gossips that you are refusing to sit with him. '"," Nereaguj na ně - nechceme, aby se van Ruijven z klevet na trhu doslechl, že s ním odmítáš sedět. """
"refusing","refuse","odmítáš","odmítat","impf"," Do n't answer them - we do n't want van Ruijven hearing from the market gossips that you are refusing to sit with him. '"," Nereaguj na ně - nechceme, aby se van Ruijven z klevet na trhu doslechl, že s ním odmítáš sedět. """
"sit","sit","sedět","sedět","impf"," Do n't answer them - we do n't want van Ruijven hearing from the market gossips that you are refusing to sit with him. '"," Nereaguj na ně - nechceme, aby se van Ruijven z klevet na trhu doslechl, že s ním odmítáš sedět. """
"loosen","loosen","uvolnila","uvolnit","pf"," ' Do n't worry, girl, ' Maria Thins growled, tapping her pipe on the table to loosen the ash."," "" Bez obav, děvče, "" zavrčela Maria Thins a poklepala dýmkou o stůl, aby z ní uvolnila popel."
"go","go","jdi","jít","impf"," You keep your head down and go about your work, and not a word to anyone. '"," Ty skloň hlavu, jdi si po své práci a nikomu ani slovo. """
"sitting","sit","Seděla","sedět","impf"," She was sitting in the chair he normally pulled up to his easel - it had been pushed towards the wall and the cupboard that held his brushes and palette knife."," Seděla na židli, kterou si on obvykle přitahoval ke svému stojanu - předtím byla odsunutá ke stěně a ke komodě, do níž ukládal štětce a malířskou špachtli."
"pulled","pull","přitahoval","přitahovat","impf"," She was sitting in the chair he normally pulled up to his easel - it had been pushed towards the wall and the cupboard that held his brushes and palette knife."," Seděla na židli, kterou si on obvykle přitahoval ke svému stojanu - předtím byla odsunutá ke stěně a ke komodě, do níž ukládal štětce a malířskou špachtli."
"appeared","appear","objevila","objevit","pf"," When I appeared she heaved herself up so that she was standing, tall and broad."," Jakmile jsem se objevila, ztěžka se zvedla, aby mi čelila vestoje, ze své výšky a mohutnosti."
"heaved","heave","zvedla","zvednout","pf"," When I appeared she heaved herself up so that she was standing, tall and broad."," Jakmile jsem se objevila, ztěžka se zvedla, aby mi čelila vestoje, ze své výšky a mohutnosti."
"speak","speak","nepromluvila","promluvit","pf"," Although she glared at me, she did not speak."," Zlostně na mě hleděla, avšak nepromluvila."
"winced","wince","trhla","trhnout","pf"," She squeezed her arms over her belly and winced."," Přitiskla si paže kolem břicha a trhla sebou."
"standing","stand","měla","mít","impf"," Maria Thins was standing next to the easel, looking sober but also impatient, as if she had other, more important things to attend to."," Maria Thins stála vedle malířského stojanu a tvářila se věcně, ale také netrpělivě, jako by měla na práci jiné, důležitější věci."
"watch","watch","dívat","dívat","impf"," Her hands were too fine to work in water, however - she could watch me but I would not let her wet her hands."," Ruce však měla na práci ve vodě příliš jemné - mohla se na mě dívat, ale smočit ruce jsem jí nedovolila."
