"close","close","zavřít","zavřít","pf"," I have to close the hatch behind us. '"," Musím za námi zavřít příklop. """
"beg","beg","prosím","prosit","impf"," If you are unsure that you have acquitted yourself of your task, say so, I beg you, and our colleague Snow will make another recording."," Jestliže si nebudete jist, zda jste se dobře zhostil svého úkolu, řekněte nám to, prosím, a kolega Snaut udělá ještě jeden záznam."
"make","make","udělá","udělat","pf"," If you are unsure that you have acquitted yourself of your task, say so, I beg you, and our colleague Snow will make another recording."," Jestliže si nebudete jist, zda jste se dobře zhostil svého úkolu, řekněte nám to, prosím, a kolega Snaut udělá ještě jeden záznam."
"spoke","speak","vyslovil","vyslovit","pf"," A dry little smile flickered over his face as he spoke these last words, but his expression remained morose."," Poslední slova vyslovil s bledým, suchým úsměvem, který však nevzal jeho očím výraz pronikavého ohromení."
"broke","break","přerušil","přerušit","pf"," The buzzing of the videophone broke the silence;"," Ticho přerušil bzučák domácího telefonu."
"lifted","lift","Zvedl","zvednout","pf"," I lifted the receiver :"," Zvedl jsem sluchátko."
"noticed","notice","všiml","všimnout","pf"," He was not wearing his dark glasses, but I noticed that he had on contact lenses, which I took to be the explanation of his lack of expression."," Teprve teď jsem si všiml, že ten mrtvý výraz dodávají jeho obličeji kontaktní čočky, které nosí pod víčky místo brýlí."
"wearing","wear","nosí","nosit","impf"," He was not wearing his dark glasses, but I noticed that he had on contact lenses, which I took to be the explanation of his lack of expression."," Teprve teď jsem si všiml, že ten mrtvý výraz dodávají jeho obličeji kontaktní čočky, které nosí pod víčky místo brýlí."
"took","take","nosí","nosit","impf"," He was not wearing his dark glasses, but I noticed that he had on contact lenses, which I took to be the explanation of his lack of expression."," Teprve teď jsem si všiml, že ten mrtvý výraz dodávají jeho obličeji kontaktní čočky, které nosí pod víčky místo brýlí."
"want","want","chceš","chtít","impf"," ' Then what DO you want to do?"," "" Co tedy chceš dělat? ..."
"do","do","dělat","dělat","impf"," ' Then what DO you want to do?"," "" Co tedy chceš dělat? ..."
"came","come","šlo","jít","impf"," I came down as low as I dared in order to take a closer look."," spustil jsem se tak nízko, jak jen to šlo, abych si vše důkladně prohlédl."
"speaking","speak","mluvím","mluvit","impf"," I realized that I was speaking very softly, like someone afraid of being overheard."," všiml jsem si, že mluvím potichu, jako kdybych se bál, že mě někdo uslyší."
"gone","go","Šel","jít","impf"," I had gone to bed during a red day, which should have been succeeded by a blue day, followed by another red day."," Šel jsem spát za červeného dne, pak byl modrý den a teprve potom další červený."
"Reassured","reassure","Uklidněn","uklidnit","pf"," Reassured, I looked closely at Rheya."," Uklidněn, začal jsem si Harey prohlížet důkladněji."
"told","tell","říká","říkat","impf"," I was certain she did n't mean it, that she would n't dare, she 'd be too afraid, and I told her so."," Byl jsem přesvědčen, že to jenom tak říká - že by se bála udělat to ... a taky jsem jí to řekl."
"did","do","udělat","udělat","pf"," I was certain she did n't mean it, that she would n't dare, she 'd be too afraid, and I told her so."," Byl jsem přesvědčen, že to jenom tak říká - že by se bála udělat to ... a taky jsem jí to řekl."
"told","tell","řekl","říci","pf"," I was certain she did n't mean it, that she would n't dare, she 'd be too afraid, and I told her so."," Byl jsem přesvědčen, že to jenom tak říká - že by se bála udělat to ... a taky jsem jí to řekl."
"remembered","remember","vzpomněl","vzpomenout","pf"," Next day, I remembered I 'd left these ... these ampoules in a drawer."," Příští den jsem si vzpomněl, že jsem nechal v zásuvce ty ... injekce."
"left","leave","nechal","nechat","pf"," Next day, I remembered I 'd left these ... these ampoules in a drawer."," Příští den jsem si vzpomněl, že jsem nechal v zásuvce ty ... injekce."
"did","do","udělal","udělat","pf"," Why did you kill yourself? '"," Proč jsi to udělal? """
"made","make","provedla","provést","pf"," At the same time the composition of the atmosphere - devoid of oxygen - was analysed, and precise measurements made of the planet 's density, from which its albedo and other astronomical characteristics were determined."," Výprava prozkoumala také atmosféru, která neobsahuje kyslík, a provedla velmi důkladná měření hustoty planetární hmoty, albeda a jiných astronomických veličin."
"pointing","point","mířil","mířit","impf"," The slender metal cigar stood there, pointing upwards, as though it were really about to take off into space."," Zašpičatělý doutník mířil vzhůru, jako by měl skutečně za chvíli vzlétnout do prostoru."
"take","take","mířil","mířit","impf"," The slender metal cigar stood there, pointing upwards, as though it were really about to take off into space."," Zašpičatělý doutník mířil vzhůru, jako by měl skutečně za chvíli vzlétnout do prostoru."
"stood","stand","měl","mít","impf"," The slender metal cigar stood there, pointing upwards, as though it were really about to take off into space."," Zašpičatělý doutník mířil vzhůru, jako by měl skutečně za chvíli vzlétnout do prostoru."
"taken","take","získat","získat","pf"," I desperately needed two hours of freedom in order to concentrate on the decisions which had to be taken and to work out a joint plan of action with Snow."," Chtěl jsem jen stůj co stůj získat aspoň pár hodin pro sebe, abych si mohl udělat plány do budoucna a promluvit si se Snautem, teď už jako rovný s rovným."
"taken","take","udělat","udělat","pf"," I desperately needed two hours of freedom in order to concentrate on the decisions which had to be taken and to work out a joint plan of action with Snow."," Chtěl jsem jen stůj co stůj získat aspoň pár hodin pro sebe, abych si mohl udělat plány do budoucna a promluvit si se Snautem, teď už jako rovný s rovným."
"disappeared","disappear","mizely","mizet","impf"," A cluster of coloured pipes ran down the sloping walls and disappeared into rounded orifices."," Po stěnách sbíhaly dolů svazky různobarevných trubek a mizely v kulatých kanálech."
"turned","turn","Otočil","otočit","pf"," I turned round."," Otočil jsem se."
"infiltrated","infiltrate","pronikla","proniknout","pf"," The ventilation shafts were roaring, sucking in the poisonous gases from the planet 's atmosphere which had infiltrated when my capsule had landed inside the Station."," Ventilační šachty hučely a vysávaly poslední zbytky jedovaté planetární atmosféry, která sem pronikla při přistávání."
"thought","think","nevěřil","věřit","impf"," I no longer thought it was a mirage."," Už jsem nevěřil na žádnou morgánu."
"see","see","Viděl","vidět","impf"," I could see this child so distinctly."," Viděl jsem to dítě příliš jasně."
"doing","do","dělalo","dělat","impf"," What was it doing?"," Co vlastně dělalo?"
"opened","open","Otvíralo","otvírat","impf"," It opened and closed its mouth, it made various gestures, horrible gestures."," Otvíralo a zavíralo ústa a vykonávalo nejrůznější pohyby - zkrátka odporné."
"closed","close","zavíralo","zavírat","impf"," It opened and closed its mouth, it made various gestures, horrible gestures."," Otvíralo a zavíralo ústa a vykonávalo nejrůznější pohyby - zkrátka odporné."
"mean","mean","myslíš","myslet","impf"," What do you mean?"," Jak to myslíš?"
"see","see","Viděl","vidět","impf"," Did you see its face?"," Viděl jsi jeho obličej?"
"Did","do","nevzal","vzít","pf"," Did you try the rope, or the hammer?"," "" Chceš mi snad namluvit, žes nevzal ani provaz, ani kladivo?"
"looked","look","Podíval","podívat","pf"," He looked at his watch."," Podíval se na hodinky."
"like","like","chtít","chtít","impf"," Tomorrow we can invent some new ones if you like."," A ráno, jestli se nám bude chtít, můžeme si najít nějaké jiné trápení."
"see","see","viděl","vidět","impf"," If you should see anyone else - someone who is n't me or Sartorius, you understand, then ... '"," Kdybys viděl někoho jiného, rozumíš, někoho jiného než mne a Sartoria, rozumíš, tak ... """
"see","see","rozumíš","rozumět","impf"," If you should see anyone else - someone who is n't me or Sartorius, you understand, then ... '"," Kdybys viděl někoho jiného, rozumíš, někoho jiného než mne a Sartoria, rozumíš, tak ... """
"understand","understand","rozumíš","rozumět","impf"," If you should see anyone else - someone who is n't me or Sartorius, you understand, then ... '"," Kdybys viděl někoho jiného, rozumíš, někoho jiného než mne a Sartoria, rozumíš, tak ... """
"see","see","rozumíš","rozumět","impf"," If you should see anyone else - someone who is n't me or Sartorius, you understand, then ... '"," Kdybys viděl někoho jiného, rozumíš, někoho jiného než mne a Sartoria, rozumíš, tak ... """
"understand","understand","rozumíš","rozumět","impf"," If you should see anyone else - someone who is n't me or Sartorius, you understand, then ... '"," Kdybys viděl někoho jiného, rozumíš, někoho jiného než mne a Sartoria, rozumíš, tak ... """
"shouting","shout","křičel","křičet","impf"," He had to be overpowered, but went on shouting and sobbing."," Když ho zadrželi, křičel a plakal."
"assumed","assume","usuzovali","usuzovat","impf"," The doctors assumed that he too was suffering from the effects of unfiltered gases."," Lékaři usuzovali, že i Berton se nadýchal jedovaté atmosféry."
"deny","deny","popírat","popírat","impf"," It was no longer possible to deny the ' psychic ' functions of the ocean, no matter how that term might be defined."," Bylo však nemožné popírat nadále existenci jeho psychiky, ať už bychom toto slovo chtěli chápat jakkoli."
"noticed","notice","vnímá","vnímat","impf"," Certainly it was only too obvious that the ocean had ' noticed ' us."," Zřejmým se stalo i to, že naši přítomnost nad sebou "" vnímá "" až příliš dobře ..."
"heard","hear","uslyšel","uslyšet","pf"," One night I heard Rheya get out of bed silently."," Jednou v noci jsem ve spánku uslyšel, jak Harey potichu vstává."
"wanted","want","Chtěl","chtít","impf"," I wanted to stop her;"," Chtěl jsem ji obejmout."
"woken","wake","probudil","probudit","pf"," Rheya did not notice that I had woken up."," Nevšimla si asi, že jsem se probudil."
"begins","begin","začne","začít","pf"," After a few hours, it begins to separate into flat sheets which rise slowly."," Po několika hodinách se začne čím dál zřetelněji rozčleňovat a zároveň stoupá nahoru, k hladině."
"rise","rise","stoupá","stoupat","impf"," After a few hours, it begins to separate into flat sheets which rise slowly."," Po několika hodinách se začne čím dál zřetelněji rozčleňovat a zároveň stoupá nahoru, k hladině."
"helped","help","pomohl","pomoci","pf"," I myself had helped Rheya out of one of them, and she had reappeared, yesterday evening, dressed in the second."," ty první jsem jí pomohl svléci tím, že jsem je nařízl, v druhých přišla včera."
"open","open","Otevřu","otevřít","pf"," ' If I open the door, you must give me your word not to come in. '"," "" Otevřu, ale musíte mi slíbit, že nevstoupíte dovnitř. """
"come","come","nevstoupíte","vstoupit","pf"," ' If I open the door, you must give me your word not to come in. '"," "" Otevřu, ale musíte mi slíbit, že nevstoupíte dovnitř. """
"giving","give","rodí","rodit","impf"," The planet appears to be giving birth to a twin that increases in volume from one moment to the next."," Člověk má pak dojem, že planeta rodí druhou planetu, která každou vteřinu zdvojnásobuje svůj objem."
"lasts","last","trvá","trvat","impf"," this is the second phase, which goes under the clumsy name of the ' floral calyx phase ' and lasts only a few seconds."," Toto stadium, pojmenované nepříliš šťastně jako "" fáze květního kalichu "", trvá jen vteřiny."
"produce","produce","vytvářet","vytvářet","impf"," The membranous arches soaring into the sky now fold inwards and merge to produce a thickset trunk enclosing a scene of teeming activity."," Oblouky blanitého přeslenu mířící k obloze se pak otáčejí dolů, v neviditelném středu se navzájem pospojují a začínají bleskurychle vytvářet něco na způsob zavalitého trupu, v němž dochází ke stovkám jevů současně."
"think","think","myslit","myslit","impf"," It was not possible to think except with one 's brain, no one could stand outside himself in order to check the functioning of his inner processes."," Vždyť přece člověk nemůže myslit jinak než svým mozkem, nemůže se ocitnout vně sebe samého, aby mohl kontrolovat, zda procesy v jeho těle mají normální průběh."
"check","check","kontrolovat","kontrolovat","impf"," It was not possible to think except with one 's brain, no one could stand outside himself in order to check the functioning of his inner processes."," Vždyť přece člověk nemůže myslit jinak než svým mozkem, nemůže se ocitnout vně sebe samého, aby mohl kontrolovat, zda procesy v jeho těle mají normální průběh."
"think","think","mají","mít","impf"," It was not possible to think except with one 's brain, no one could stand outside himself in order to check the functioning of his inner processes."," Vždyť přece člověk nemůže myslit jinak než svým mozkem, nemůže se ocitnout vně sebe samého, aby mohl kontrolovat, zda procesy v jeho těle mají normální průběh."
"stand","stand","mají","mít","impf"," It was not possible to think except with one 's brain, no one could stand outside himself in order to check the functioning of his inner processes."," Vždyť přece člověk nemůže myslit jinak než svým mozkem, nemůže se ocitnout vně sebe samého, aby mohl kontrolovat, zda procesy v jeho těle mají normální průběh."
"leapt","leap","Vyskočil","vyskočit","pf"," I leapt to my feet and ran to the radio-cabin."," Vyskočil jsem z hromady svinutých padáků a běžel do radiokabiny."
"ran","run","běžel","běžet","impf"," I leapt to my feet and ran to the radio-cabin."," Vyskočil jsem z hromady svinutých padáků a běžel do radiokabiny."
"glanced","glance","pohlédl","pohlédnout","pf"," I glanced at the electric clock on the wall."," Mimoděk jsem pohlédl na nástěnné elektrické hodiny."
"come","come","přišel","přijít","pf"," To be precise, Magenon had come up with the idea that the ' colloidal machine ' was alive three years after the first expedition, but according to the COMPENDIUM the period of biological hypotheses does not begin until nine years later, when Magenon 's idea had acquired numerous supporters."," Je sice pravda, že už tři roky poté přišel Magenon s myšlenkou, že "" aspikový stroj "" má živou podstatu, ale Gravinsky datuje počátek období biologických hypotéz teprve o devět let později, kdy původně osamocený Magenonův názor začal získávat stále více přívrženců."
"begin","begin","přišel","přijít","pf"," To be precise, Magenon had come up with the idea that the ' colloidal machine ' was alive three years after the first expedition, but according to the COMPENDIUM the period of biological hypotheses does not begin until nine years later, when Magenon 's idea had acquired numerous supporters."," Je sice pravda, že už tři roky poté přišel Magenon s myšlenkou, že "" aspikový stroj "" má živou podstatu, ale Gravinsky datuje počátek období biologických hypotéz teprve o devět let později, kdy původně osamocený Magenonův názor začal získávat stále více přívrženců."
"begin","begin","začal","začít","pf"," To be precise, Magenon had come up with the idea that the ' colloidal machine ' was alive three years after the first expedition, but according to the COMPENDIUM the period of biological hypotheses does not begin until nine years later, when Magenon 's idea had acquired numerous supporters."," Je sice pravda, že už tři roky poté přišel Magenon s myšlenkou, že "" aspikový stroj "" má živou podstatu, ale Gravinsky datuje počátek období biologických hypotéz teprve o devět let později, kdy původně osamocený Magenonův názor začal získávat stále více přívrženců."
"acquired","acquire","získávat","získávat","impf"," To be precise, Magenon had come up with the idea that the ' colloidal machine ' was alive three years after the first expedition, but according to the COMPENDIUM the period of biological hypotheses does not begin until nine years later, when Magenon 's idea had acquired numerous supporters."," Je sice pravda, že už tři roky poté přišel Magenon s myšlenkou, že "" aspikový stroj "" má živou podstatu, ale Gravinsky datuje počátek období biologických hypotéz teprve o devět let později, kdy původně osamocený Magenonův názor začal získávat stále více přívrženců."
"beginning","begin","začínal","začínat","impf"," I was beginning to weary of this conversation."," Ten rozhovor mi už začínal lézt krkem."
"want","want","chceš","chtít","impf"," ' What is it you want exactly? '"," "" Co vlastně chceš?"
"coincide","coincide","shodovat","shodovat","impf"," If the figures obtained from the satellite were simply the product of my deranged mind, they could not possibly coincide with the second series."," Nejsou - li cifry, které mi udal sateloid, skutečností, nýbrž plodem mého šíleného mozku, nebudou se moci shodovat s druhou řadou číselných údajů."
"shaken","shake","otřásl","otřást","pf"," It was during this quarrel, whose reverberations soon reached the ears of the most eminent authorities, that the Gamow-Shapley doctrine, unchallenged for eighty years, was shaken for the first time."," Tento spor, který jako vír zatáhl do sebe v několika týdnech všechny největší autority, otřásl poprvé po osmdesáti letech Gamovovou - Shapleyovou doktrínou."
"gave","give","vyjádřit","vyjádřit","pf"," The name he gave them indicates their most astonishing characteristic, the imitation of objects, near or far, external to the ocean itself."," Pojmenováním se snažil vyjádřit to, co je na nich pro člověka nejpozoruhodnější : jistou tendencí napodobovat okolní tvary, ať už blízké, nebo vzdálené."
"see","see","viděl","vidět","impf"," I could hardly see through the freezing mist."," Sotva jsem ji viděl v tom ledovém oblaku."
"come","come","Přišel","přijít","pf"," ' So it 's Gibarian you 've come for, is it?"," "" Přišel jsi za Gibarianem? ... "" řekl téměř klidně."
"want","want","chceš","chtít","impf"," What do you want with him? '"," Co s ním chceš udělat? """
"do","do","udělat","udělat","pf"," What do you want with him? '"," Co s ním chceš udělat? """
"allowed","allow","Nesmí","smět","impf"," Just because I drift about from one end of space to another and poke my nose into the cosmos, does that mean I 'm not allowed to get drunk?"," Nesmí se snad člověk, který nesl své lejno z jednoho konce Galaxie na druhý, jen aby se dozvěděl, zač vůbec stojí, nesmí se snad takový člověk opít?"
"allowed","allow","nesmí","smět","impf"," Just because I drift about from one end of space to another and poke my nose into the cosmos, does that mean I 'm not allowed to get drunk?"," Nesmí se snad člověk, který nesl své lejno z jednoho konce Galaxie na druhý, jen aby se dozvěděl, zač vůbec stojí, nesmí se snad takový člověk opít?"
"believe","believe","věříš","věřit","impf"," You believe in the Mission of Mankind, do n't you, Kelvin?"," Ty věříš v poslání člověka, he, Kelvine?"
"told","tell","vyprávěl","vyprávět","impf"," Gibarian told me about you before he started letting his beard grow ..."," Gibarian mi o tobě vyprávěl ještě předtím, než si nechal růst plnovous ..."
"letting","let","nechal","nechat","pf"," Gibarian told me about you before he started letting his beard grow ..."," Gibarian mi o tobě vyprávěl ještě předtím, než si nechal růst plnovous ..."
"grow","grow","růst","růst","impf"," Gibarian told me about you before he started letting his beard grow ..."," Gibarian mi o tobě vyprávěl ještě předtím, než si nechal růst plnovous ..."
"go","go","nechoď","chodit","impf"," Just do n't go to the lab, if you do n't want to lose your faith."," Jenom nechoď do laboratoře, ještě bys tam ztratil víru ..."
"lose","lose","ztratil","ztratit","pf"," Just do n't go to the lab, if you do n't want to lose your faith."," Jenom nechoď do laboratoře, ještě bys tam ztratil víru ..."
"seems","seem","Zdála","zdát","impf"," It seems quite feasible to me."," Zdála se mi velice, velice věrohodná."
"put","put","říci","říci","pf"," Consequently, whatever form my proposed test were to take, and whatever method I used to put it into execution, there was always the possibility that I was behaving exactly as in a dream."," Ať si tedy nyní vymyslím a uskutečním cokoliv, vždycky si budu muset říci, že jednám stejně jako v takovém snu."
"behaving","behave","jednám","jednat","impf"," Consequently, whatever form my proposed test were to take, and whatever method I used to put it into execution, there was always the possibility that I was behaving exactly as in a dream."," Ať si tedy nyní vymyslím a uskutečním cokoliv, vždycky si budu muset říci, že jednám stejně jako v takovém snu."
"put","put","klást","klást","impf"," Neither Snow nor Sartorius having any real existence, it would be pointless to put questions to them."," Ani Snaut, ani Sartorius nemusí přece ve skutečnosti existovat, bylo by tedy naprosto zbytečné klást jim nějaké otázky."
"inducing","induce","vyvolává","vyvolávat","impf"," I thought of taking some powerful drug, peyotl for example, or another preparation inducing vivid hallucinations."," Napadlo mě, že bych mohl užít nějaký lék, nějaký radikálně účinkující prostředek, například peyotl nebo jiný preparát, který vyvolává omámení a bohaté vidiny."
"surrounded","surround","obklopen","obklopit","pf"," Meanwhile, the entire trunk is surrounded by a belt of snowy foam, seething with great bubbles of gas, and the whole process is accompanied by a perpetual dull roar of sound."," Během tohoto procesu vydává kolos dutý, táhlý řev a je obklopen valem prudce se zmítající, sněhobílé, hrubozrnné pěny."
"did","do","udělal","udělat","pf"," ' Because of what I did. '"," "" Protože jsem udělal něco strašného. """
"say","say","Neříkej","říkat","impf"," ' Do n't say any more. '"," "" Neříkej mi to. """
"looked","look","dívali","dívat","impf"," For a moment we looked at one another with undisguised aversion."," Stáli jsme tak chvíli proti sobě a dívali se jeden na druhého s neskrývaným nepřátelstvím."
"worn","wear","nosil","nosit","impf"," He must have worn some kind of cap when exposed to the sun."," Na slunci nosil zřejmě nějakou čepičku."
"listening","listen","Poslouchám","poslouchat","impf"," ' Well, I 'm listening, ' he said."," "" Poslouchám, "" řekl konečně."
"said","say","řekl","říci","pf"," ' Well, I 'm listening, ' he said."," "" Poslouchám, "" řekl konečně."
"decided","decide","rozhodli","rozhodnout","pf"," When six days passed with no reaction from the ocean, we decided to repeat the experiment."," Když po šesti dnech nedošlo k žádné reakci, rozhodli jsme se experiment opakovat."
"repeat","repeat","opakovat","opakovat","impf"," When six days passed with no reaction from the ocean, we decided to repeat the experiment."," Když po šesti dnech nedošlo k žádné reakci, rozhodli jsme se experiment opakovat."
"gave","give","dávalo","dávat","impf"," Assuming that I was ill, there was reason to believe that I would get better, which gave me some hope of deliverance - a hope irreconcilable with a belief in the reality of the tangled nightmares through which I had just lived."," Jsem - li však nemocen, mohu se uzdravit - a to mi dávalo aspoň naději na vysvobození, naději, kterou jsem za nic na světě nebyl s to najít v zamotaných hrůzách těch sotva několikahodinových zážitků na Solaris."
"reveal","reveal","ukázal","ukázat","pf"," If only I could think up some experiment in logic - a key experiment - which would reveal whether I had really gone mad and was a helpless prey to the figments of my imagination, or whether, in spite of their ludicrous improbability, I had been experiencing real events."," Bylo tedy především nutno provést nějaký logicky promyšlený experiment sám se sebou - experimentům crucis - který by mi ukázal, zda jsem skutečně zešílel a zda jsem obětí přeludů vznikajících v mé vlastni fantazii, anebo zda jsou mé zážitky - přes všechnu svou absurditu a nepravděpodobnost - reálné."
"went","go","šel","jít","impf"," I went over to the table :"," Vstal jsem a šel ke stolu."
"wanted","want","Chtěls","chtít","impf"," ' You wanted me? '"," "" Chtěls něco? """
"written","write","napsal","napsat","pf"," In his even handwriting, small but perfectly legible, Gibarian had written two lines :"," Gibarian na něj napsal svým pravidelným, neobyčejně drobným, ale čitelným písmem :"
"want","want","chceš","chtít","impf"," If you do n't want to help, you can leave me in peace. '"," Ale jestliže chceš vtipkovat, tak raději jdi. """
"do","do","jdi","jít","impf"," If you do n't want to help, you can leave me in peace. '"," Ale jestliže chceš vtipkovat, tak raději jdi. """
"broke","break","přerušil","přerušit","pf"," Snow broke the lengthening silence :"," Snaut naštěstí přerušil protahující se mlčení."
"descended","descend","sestoupil","sestoupit","pf"," Instead, I descended the spiral stairway which led to the lower-deck store-rooms."," Otočil jsem se na patě a sestoupil po točitých schůdkách dolů, ke skladištím."
"judge","judge","odsoudit","odsoudit","pf"," Nor will any man have the right to judge me."," A nikdo nebude mít právo mne odsoudit."
"did","do","udělala","udělat","pf"," ' What did you do that for, Rheya? '"," "" Proč jsi to udělala, Harey? """
"do","do","udělala","udělat","pf"," ' What did you do that for, Rheya? '"," "" Proč jsi to udělala, Harey? """
"indicated","indicate","Ukázala","ukázat","pf"," With her eyes, she indicated the door."," Ukázala očima na dveře."
"remember","remember","Nevzpomínáš","vzpomínat","impf"," Do n't you remember? '"," Nevzpomínáš si? """
"seen","see","neviděl","vidět","impf"," Since entering the fog, I had not seen the sun - only a red glow."," Od okamžiku, kdy jsem se dostal do mlhy, jsem slunce neviděl, ale tím směrem, kde bylo, mlha červeně fosforeskovala."
"falling","fall","Padal","padat","impf"," I was falling."," Padal jsem."
"closed","close","zavřel","zavřít","pf"," Now I had the sensation of falling, even with my eyes closed."," Teď jsem to cítil, dokonce i když jsem zavřel oči."
"fell","fall","Usnul","usnout","pf"," I fell asleep with the lights on."," Usnul jsem při rozsvíceném světle, nevím ani kdy."
"reopened","reopen","otevřel","otevřít","pf"," 1 reopened my eyes with the impression of having dozed off for only a few minutes."," Když jsem otevřel oči, měl jsem dojem, že jsem spal sotva několik minut."
"looked","look","Podívala","podívat","pf"," Rheya looked at her arm with interest, because I had been examining it for so long, and when I drew back she laid her smooth, cool cheek in the palm of my hand."," Podívala se na svou paži, stala se pro ni náhle důležitou proto, že jsem si ji tak dlouho prohlížel, a když mi ruka klesla, položila na ni svou chladnou, hladkou tvář."
"examining","examine","prohlížel","prohlížet","impf"," Rheya looked at her arm with interest, because I had been examining it for so long, and when I drew back she laid her smooth, cool cheek in the palm of my hand."," Podívala se na svou paži, stala se pro ni náhle důležitou proto, že jsem si ji tak dlouho prohlížel, a když mi ruka klesla, položila na ni svou chladnou, hladkou tvář."
"laid","lay","položila","položit","pf"," Rheya looked at her arm with interest, because I had been examining it for so long, and when I drew back she laid her smooth, cool cheek in the palm of my hand."," Podívala se na svou paži, stala se pro ni náhle důležitou proto, že jsem si ji tak dlouho prohlížel, a když mi ruka klesla, položila na ni svou chladnou, hladkou tvář."
"following","follow","pronásledovat","pronásledovat","impf"," ' Well, Gibarian, ' I yawned, ' you seem to be following me out of one dream and into the next ... '"," "" Hele, Gibariane, "" zamumlal jsem, zívaje, "" takhle mě pronásledovat ze sna do sna, víš ... """
"taken","take","vedl","vést","impf"," But the final step, into the heart of the matter, had taken me nowhere."," Ale poslední krok dolů vedl do prázdna."
"done","do","udělali","udělat","pf"," What had they done with his body?"," Co udělali s tělem?"
"buried","bury","Pohřbili","pohřbít","pf"," Had they buried it?"," Pohřbili je?"
"turned","turn","Odvrátila","odvrátit","pf"," She turned her face away from me."," Odvrátila se ode mne."
"pulled","pull","vytáhl","vytáhnout","pf"," While Fechner was occupied with his colleague, his own oxygen supply had probably been damaged and, no longer realizing what he was doing, he had pulled himself up on to the superstructure, from which he had fallen into the ocean."," Při těchto manipulacích se pravděpodobně porouchal i Fechnerův kyslíkový přístroj, Fechner se v omámení vytáhl nahoru, dostal se otvorem kopule na trup stroje a spadl do oceánu."
"fallen","fall","dostal","dostat","pf"," While Fechner was occupied with his colleague, his own oxygen supply had probably been damaged and, no longer realizing what he was doing, he had pulled himself up on to the superstructure, from which he had fallen into the ocean."," Při těchto manipulacích se pravděpodobně porouchal i Fechnerův kyslíkový přístroj, Fechner se v omámení vytáhl nahoru, dostal se otvorem kopule na trup stroje a spadl do oceánu."
"fallen","fall","spadl","spadnout","pf"," While Fechner was occupied with his colleague, his own oxygen supply had probably been damaged and, no longer realizing what he was doing, he had pulled himself up on to the superstructure, from which he had fallen into the ocean."," Při těchto manipulacích se pravděpodobně porouchal i Fechnerův kyslíkový přístroj, Fechner se v omámení vytáhl nahoru, dostal se otvorem kopule na trup stroje a spadl do oceánu."
"put","put","Položil","položit","pf"," I put out my hand and stroked her arms, her shoulders and the base of her bare neck, which pulsed beneath my fingers."," Položil jsem ruce na její paže a zvolna jsem jimi přejížděl k ramenům, až se mé dlaně téměř spojily na jejím pulsujícím, nahém krku."
"Gazing","gaze","díval","dívat","impf"," Gazing calmly into her eyes, I felt a hideous desire to tighten my grip."," Jak jsem se jí tak díval do očí, pocítil jsem strašnou chuť vší silou sevřít prsty."
"felt","feel","pocítil","pocítit","pf"," Gazing calmly into her eyes, I felt a hideous desire to tighten my grip."," Jak jsem se jí tak díval do očí, pocítil jsem strašnou chuť vší silou sevřít prsty."
"looked","look","Hleděla","hledět","impf"," She looked me up and down."," Hleděla na mne zdola."
"seized","seize","uchopila","uchopit","pf"," Then suddenly she seized my hand."," Pojednou mě uchopila za ruku."
"trying","try","Snažil","snažit","impf"," Desperately trying to remain calm, I repeated :"," Snažil jsem se stůj co stůj zachovat klid a opakoval jsem :"
"repeated","repeat","opakoval","opakovat","impf"," Desperately trying to remain calm, I repeated :"," Snažil jsem se stůj co stůj zachovat klid a opakoval jsem :"
"stay","stay","zůstat","zůstat","pf"," You must stay here. '"," Musíš tady zůstat. """
"rid","rid","zbavit","zbavit","pf"," The Phi-creatures reappear exactly as they were, down to the last detail ... as vulnerable as before, each time we attempt to ... to rid ourselves of them. '"," Tytéž útvary F se objevují vždy znovu a znovu ... nekorigované ... nevyzbrojené dodatečně proti našim ... pokusům zbavit se jich ... """
"screamed","scream","křičet","křičet","impf"," I almost screamed."," Chtělo se mi křičet."
"slowed","slow","zpomalily","zpomalit","pf"," The footsteps slowed down;"," Kroky se zpomalily a ustaly."
"moved","move","pohnula","pohnout","pf"," The handle moved."," Klika se pomalu pohnula;"
"gripped","grip","uchopil","uchopit","pf"," Automatically, without thinking, I gripped it."," bezděčně, instinktivně jsem ji uchopil a přidržel."
"holding","hold","Drželi","držet","impf"," We remained there, motionless, each of us holding the handle."," Drželi jsme tak kliku hezkou chvíli."
"sitting","sit","seděli","sedět","impf"," Rheya and I were sitting in the kitchen two days later when Snow came in."," Dva dny nato, večer, když jsme s Harey seděli v malé kuchyňce, vstoupil neočekávaně Snaut."
"came","come","vstoupil","vstoupit","pf"," Rheya and I were sitting in the kitchen two days later when Snow came in."," Dva dny nato, večer, když jsme s Harey seděli v malé kuchyňce, vstoupil neočekávaně Snaut."
"leave","leave","opustila","opustit","pf"," The craze fizzled out in only a few years, and by the time I was ready to leave for Solaris it had vanished from the headlines and from conversation, and the ocean itself was practically forgotten by the public."," Tato horečka však po několika letech opadla, a když jsem se chystal k cestě na Solaris, opustila už dávno novinové sloupce a zmizela z rozhovorů - ostatně spolu s problémem oceánu."
